symbol,side,outcome,exit_reason,p2_grade,entry_price,exit_price,pnl_usd,pnl_pct,size_usd,leverage,stop_loss,take_profit,hold_hours,p2_score,entry_time,exit_time,p1_snapshot
NAORISUSDT,LONG,LOSS,SL_HIT,VALID,0.11742,0.10897,-21.719113111937943,-21.589167092488506,100.60190381079896,3.0,0.1175374199999999,0.1272049999999999,10.190415038611112,75.0,2026-05-13 15:27:40.814629,2026-05-14 01:39:06.308768,
AINUSDT,LONG,LOSS,SL_HIT,VALID,0.12766,0.12656,-2.3849961008047327,-2.5849913833620315,92.26321279658636,3.0,0.13187278,0.1382983333333333,2.7608065033333333,75.0,2026-05-14 04:54:53.621049,2026-05-14 07:40:32.524461,
UBUSDT,LONG,WIN,TP_HIT,VALID,0.20024,0.22568,12.149042131975373,25.40950858969236,47.81297556027417,2.0,0.20684792,0.22527,8.283362355833333,68.0,2026-05-13 23:53:38.590259,2026-05-14 08:10:38.694740,
TRUTHUSDT,LONG,LOSS,SL_HIT,VALID,0.024015,0.023872,-1.6481748194768169,-1.786383510306068,92.26321279658636,3.0,0.024039015,0.02601625,6.775901078055555,78.0,2026-05-14 02:39:23.515388,2026-05-14 09:25:56.759269,
LABUSDT,LONG,LOSS,SL_HIT,PREMIUM,6.042,5.632,-18.782481254518583,-20.35749751737836,92.26321279658636,3.0,5.8406,6.5455,4.266941488333334,84.0,2026-05-14 06:40:17.050605,2026-05-14 10:56:18.039963,
UBUSDT,LONG,LOSS,SL_HIT,VALID,0.20684,0.19343,-6.034292529960865,-12.96654418874493,46.53739995887788,2.0,0.1964979999999999,0.2326949999999999,1.0038600469444443,66.0,2026-05-14 10:11:08.146950,2026-05-14 11:11:22.043119,
VELVETUSDT,LONG,LOSS,SL_HIT,VALID,0.12056,0.11691,-2.8228649926088054,-6.055076310550764,46.61980869985172,2.0,0.1206805599999999,0.13563,3.2617524461111107,65.0,2026-05-14 08:40:48.582119,2026-05-14 11:56:30.890925,
PIEVERSEUSDT,LONG,LOSS,SL_HIT,VALID,1.0587,1.0164,-10.82501661800506,-11.9863984131482,90.31083604004694,3.0,1.02341,1.146925,1.25359049,73.0,2026-05-14 15:43:33.537755,2026-05-14 16:58:46.463519,
JCTUSDT,LONG,LOSS,MAX_HOLD,VALID,0.004362,0.004295,-1.4171561800484425,-3.07198532783128,46.13160639829319,2.0,0.0041439,0.00490725,9.80539684,65.0,2026-05-14 07:25:30.352180,2026-05-14 17:13:49.780804,
AINUSDT,LONG,LOSS,SL_HIT,VALID,0.12271,0.11324,-6.969632607768276,-15.43476489283678,45.15541802002347,2.0,0.1165745,0.13804875,1.0030865027777778,68.0,2026-05-14 16:43:44.879811,2026-05-14 17:43:55.991221,
QUSDT,LONG,LOSS,SL_HIT,VALID,0.022294,0.02115,-4.634233265892792,-10.26285099129813,45.15541802002347,2.0,0.0211793,0.02508075,3.008956818611112,67.0,2026-05-14 16:28:40.954682,2026-05-14 19:29:13.199229,
PLAYUSDT,LONG,LOSS,SL_HIT,VALID,0.11745,0.11097,-14.553307394131116,-16.551724137931036,87.92623217287549,3.0,0.113535,0.1272375,0.4990850916666666,74.0,2026-05-14 22:15:03.980514,2026-05-14 22:45:00.686844,
AIGENSYNUSDT,LONG,LOSS,SL_HIT,VALID,0.04872,0.04606,-4.800570147369644,-10.919540229885069,43.96311608643774,2.0,0.046284,0.05481,2.250082045277778,65.0,2026-05-14 22:30:00.616123,2026-05-15 00:45:00.911486,
AIOUSDT,LONG,LOSS,SL_HIT,VALID,0.12551,0.11828,-14.943461493839552,-17.28149151462038,86.47090143346237,3.0,0.1213263333333333,0.1359691666666666,3.749774202777778,71.0,2026-05-14 23:45:04.230616,2026-05-15 03:30:03.417746,
SAPIENUSDT,LONG,LOSS,MAX_HOLD,VALID,0.1383,0.13555,-1.7098685621944691,-3.976861894432397,42.99542220936271,2.0,0.131385,0.1555875,8.021525070555555,66.0,2026-05-15 00:45:04.587591,2026-05-15 08:46:22.077845,
ESPORTSUSDT,LONG,LOSS,MAX_HOLD,VALID,0.7246,0.7156,-1.0680618268955693,-2.484129174717088,42.99542220936271,2.0,0.68837,0.815175,8.021291244444445,66.0,2026-05-15 00:45:06.239047,2026-05-15 08:46:22.887527,
BILLUSDT,LONG,WIN,MOMENTUM_EXIT,VALID,0.20399,0.21248,3.598891872984437,8.32393744791411,43.23545071673119,2.0,0.1937905,0.22948875,8.877792139722223,69.0,2026-05-15 00:00:04.961955,2026-05-15 08:52:45.013658,
DUSKUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,0.15338,0.14803,-2.950159604478157,-6.976137697222577,42.28929720886544,2.0,0.1457109999999999,0.1725525,0.2500092713888889,66.0,2026-05-15 09:00:02.381048,2026-05-15 09:15:02.414425,
PLAYUSDT,LONG,LOSS,SL_HIT,VALID,0.10875,0.10865,-0.0777734201542375,-0.1839080459770167,42.28929720886544,2.0,0.10875,0.12234375,0.9991818241666668,66.0,2026-05-15 09:00:04.595053,2026-05-15 10:00:01.649620,
AIOUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,0.12532,0.1241,-0.8205072272413348,-1.947015639961674,42.141789228641535,2.0,0.1190539999999999,0.1409849999999999,0.2503337619444444,67.0,2026-05-15 09:45:01.557322,2026-05-15 10:00:02.758865,
GWEIUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,0.15191,0.15054,-2.2803337993511223,-2.7055493384240323,84.28357845728307,3.0,0.1468463333333333,0.1645691666666666,0.7494737930555555,79.0,2026-05-15 09:45:03.101656,2026-05-15 10:30:01.207311,
CGPTUSDT,LONG,WIN,MOMENTUM_EXIT,VALID,0.03939,0.03989,1.0687198577372885,2.538715410002541,42.09687519627175,2.0,0.0374205,0.04431375,1.7487096786111112,66.0,2026-05-15 10:00:05.692263,2026-05-15 11:45:01.047106,
GWEIUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,0.15547,0.15332,-1.1626427371616412,-2.765806908085142,42.036294499191065,2.0,0.1476964999999999,0.17490375,0.2494190063888889,65.0,2026-05-15 11:45:03.341707,2026-05-15 12:00:01.250130,
PLAYUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,0.11082,0.11041,-0.3106126433596254,-0.7399386392348088,41.97816236233299,2.0,0.105279,0.1246725,0.2496002694444444,65.0,2026-05-15 12:45:03.520475,2026-05-15 13:00:02.081445,
HYPEUSDT,LONG,LOSS,MOMENTUM_EXIT,VALID,46.675,46.103,-1.0285002827918244,-2.4509908944831094,41.96263173016501,2.0,44.341249999999995,52.509375,0.24882917583333333,69.0,2026-05-15 15:00:06.142198,2026-05-15 15:15:01.927231,"{""symbol"": ""HYPEUSDT"", ""basic_indicators"": {""emas"": {""20"": 46.0638, ""50"": 45.2282, ""200"": null}, ""rsi_value"": 72.06, ""rsi_signal"": ""OVERBOUGHT"", ""rsi_overbought"": ""True"", ""rsi_oversold"": ""False"", ""atr_value"": 0.3819, ""atr_percent"": 0.8182, ""volume_current"": 1031.2, ""volume_average"": 310728.09, ""volume_ratio"": 0.0, ""volume_is_high"": ""False"", ""ma_aligned"": true, ""ma_direction"": ""BULLISH"", ""trend"": ""BULLISH"", ""module"": ""basic_indicators"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""bollinger_bands"": {""bb_upper"": 47.0866, ""bb_middle"": 46.156, ""bb_lower"": 45.2254, ""bb_width"": 4.0325, ""bb_percent_b"": 0.7788, ""bb_position"": ""upper_half"", ""bb_squeeze"": ""False"", ""bb_expansion"": ""False"", ""module"": ""bollinger_bands"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""macd_indicator"": {""macd_line"": 0.286618, ""signal_line"": 0.262725, ""histogram"": 0.023893, ""cross"": ""BULLISH"", ""zero_cross"": ""ABOVE"", ""momentum"": ""INCREASING"", ""module"": ""macd_indicator"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""vwap_calculator"": {""vwap"": 43.8254, ""vwap_upper1"": 44.3589, ""vwap_lower1"": 43.2919, ""vwap_upper2"": 44.8924, ""vwap_lower2"": 42.7584, ""vwap_position"": ""FAR_ABOVE"", ""vwap_diff_pct"": 6.502, ""module"": ""vwap_calculator"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""volume_profile"": {""poc"": 45.8084, ""vah"": 46.993, ""val"": 38.87, ""price_zone"": ""PREMIUM"", ""midpoint"": 42.9315, ""module"": ""volume_profile"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""stochastic_rsi"": {""stoch_k"": 100.0, ""stoch_d"": 95.41, ""stoch_signal"": ""OVERBOUGHT"", ""stoch_cross"": ""BULLISH"", ""stoch_overbought"": ""True"", ""stoch_oversold"": ""False"", ""module"": ""stochastic_rsi"", ""category"": ""classic"", ""is_implemented"": true, ""error"": false}, ""fvg_detector"": {""fvg_count"": 3, ""fvg_bullish_count"": 3, ""fvg_bearish_count"": 0, ""fvg_present"": true, ""fvg_nearest_type"": ""BULLISH"", ""fvg_nearest_top"": 46.409, ""fvg_nearest_bottom"": 46.024, ""fvg_nearest_quality"": ""HIGH"", ""fvg_list"": [{""type"": ""BULLISH"", ""top"": 46.409, ""bottom"": 46.024, ""gap_pct"": 0.833, ""quality"": ""HIGH"", ""filled"": false}, {""type"": ""BULLISH"", ""top"": 45.965, ""bottom"": 45.792, ""gap_pct"": 0.377, ""quality"": ""MEDIUM"", ""filled"": false}, {""type"": ""BULLISH"", ""top"": 45.001, ""bottom"": 44.835, ""gap_pct"": 0.37, ""quality"": ""MEDIUM"", ""filled"": false}], ""module"": ""fvg_detector"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""orderblock_detector"": {""ob_count"": 3, ""ob_bullish_count"": 2, ""ob_bearish_count"": 1, ""ob_present"": true, ""ob_nearest_type"": ""BEARISH"", ""ob_nearest_top"": 46.925, ""ob_nearest_bottom"": 46.333, ""ob_nearest_fresh"": false, ""ob_list"": [{""type"": ""BULLISH"", ""top"": 45.957, ""bottom"": 45.595, ""fresh"": false, ""strength"": 1.57}, {""type"": ""BEARISH"", ""top"": 46.925, ""bottom"": 46.333, ""fresh"": false, ""strength"": 1.87}, {""type"": ""BULLISH"", ""top"": 46.183, ""bottom"": 45.387, ""fresh"": false, ""strength"": 2.15}], ""module"": ""orderblock_detector"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""liquidity_sweeps"": {""sweep_detected"": ""False"", ""sweep_direction"": null, ""bull_sweep"": ""False"", ""bear_sweep"": ""False"", ""bull_sweep_level"": null, ""bear_sweep_level"": null, ""swing_highs"": [44.312, 46.58, 46.993], ""swing_lows"": [43.601, 45.387, 46.172], ""idm_level"": null, ""module"": ""liquidity_sweeps"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""premium_discount"": {""price_zone"": ""PREMIUM"", ""range_high"": 46.982, ""range_low"": 45.111, ""premium_level"": 46.2673, ""discount_level"": 45.8257, ""midpoint"": 46.0465, ""fib_position"": 0.8359, ""module"": ""premium_discount"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""daily_levels"": {""pdh"": 44.768, ""pdl"": 38.87, ""above_pdh"": ""True"", ""below_pdl"": ""False"", ""in_range"": false, ""dist_to_pdh_pct"": 4.2597, ""dist_to_pdl_pct"": 20.0798, ""approaching_pdh"": false, ""approaching_pdl"": ""False"", ""pdh_swept"": ""False"", ""pdl_swept"": ""False"", ""pdh_rejected"": false, ""pdl_rejected"": false, ""level_context"": ""ABOVE_PDH"", ""module"": ""daily_levels"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""consolidation_detector"": {""consolidating"": ""False"", ""range_high"": 46.993, ""range_low"": 44.49, ""range_size"": 2.503, ""atr"": 0.3819, ""quality"": 0, ""duration_candles"": 16, ""module"": ""consolidation_detector"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""breakout_detector"": {""breakout_detected"": false, ""breakout_direction"": null, ""volume_confirmed"": ""False"", ""volume_ratio"": 0.0, ""range_high_20"": 46.982, ""range_low_20"": 45.111, ""module"": ""breakout_detector"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""htf_structure"": {""module"": ""htf_structure"", ""category"": ""ict"", ""is_implemented"": false, ""skipped"": true, ""reason"": ""Module not yet implemented""}, ""funding_rate"": {""funding_rate"": 0.0, ""funding_avg"": 0.0, ""sentiment"": ""NEUTRAL"", ""is_extreme"": false, ""contrarian_bias"": ""NEUTRAL"", ""module"": ""funding_rate"", ""category"": ""orderflow"", ""is_implemented"": true, ""error"": false}, ""open_interest"": {""oi_current"": 0, ""oi_change_pct"": 0, ""oi_rising"": false, ""oi_falling"": false, ""oi_signal"": ""NEUTRAL"", ""oi_bias"": ""NEUTRAL"", ""price_change_pct"": 0, ""module"": ""open_interest"", ""category"": ""orderflow"", ""is_implemented"": true, ""error"": false}, ""mss_detector"": {""mss_structure"": ""BEARISH"", ""bos_detected"": false, ""bos_direction"": null, ""choch_detected"": false, ""choch_direction"": null, ""choch_strength"": ""NONE"", ""last_swing_high"": 46.993, ""last_swing_low"": 38.883, ""signal_strength"": 0, ""swing_count"": 10, ""module"": ""mss_detector"", ""category"": ""ict"", ""is_implemented"": true, ""error"": false}, ""momentum_classifier"": {""momentum"": ""STRONG_BULLISH"", ""momentum_direction"": ""BULLISH"", ""momentum_strength"": 3, ""fast_return_pct"": 1.2012, ""slow_return_pct"": 2.7676, ""bull_candle_pct"": 100.0, ""volume_momentum"": 0.0, ""upper_wick_pct"": 0.0, ""lower_wick_pct"": 0.0, ""rejection_signal"": null, ""module"": ""momentum_classifier"", ""category"": ""context"", ""is_implemented"": true, ""error"": false}, ""candle_pattern"": {""patterns_detected"": [""INSIDE_BAR"", ""BULLISH_MARUBOZU""], ""primary_pattern"": ""BULLISH_MARUBOZU"", ""pattern_signal"": ""BULLISH"", ""pattern_strength"": ""STRONG"", ""body_pct"": 1.0, ""upper_wick_pct"": 0.0, ""lower_wick_pct"": 0.0, ""is_bullish_candle"": ""True"", ""is_bearish_candle"": ""False"", ""module"": ""candle_pattern"", ""category"": ""context"", ""is_implemented"": true, ""error"": false}, ""fear_greed_index"": {""fng_value"": 43, ""fng_classification"": ""Fear"", ""fng_sentiment"": ""FEAR"", ""fng_bias"": ""BULLISH"", ""fng_strength"": 1, ""fng_prev_value"": 34, ""fng_change"": 9, ""fng_trending"": ""UP"", ""module"": ""fear_greed_index"", ""category"": ""context"", ""is_implemented"": true, ""error"": false}, ""cvd_analyzer"": {""cvd_value"": 0, ""cvd_ratio"": 0.5, ""buy_volume"": 0, ""sell_volume"": 0, ""cvd_signal"": ""NEUTRAL"", ""cvd_bias"": ""NEUTRAL"", ""cvd_divergence"": false, ""price_change_pct"": 0, ""module"": ""cvd_analyzer"", ""category"": ""orderflow"", ""is_implemented"": true, ""error"": false}, ""orderbook_imbalance"": {""bid_volume"": 0, ""ask_volume"": 0, ""bid_ask_ratio"": 1.0, ""bid_pct"": 50, ""ask_pct"": 50, ""ob_signal"": ""BALANCED"", ""ob_bias"": ""NEUTRAL"", ""best_bid"": 0, ""best_ask"": 0, ""spread_pct"": 0, ""module"": ""orderbook_imbalance"", ""category"": ""orderflow"", ""is_implemented"": true, ""error"": false}, ""spike_classifier"": {""spike_detected"": false, ""spike_magnitude"": 0.03, ""spike_type"": null, ""spike_direction"": null, ""volume_confirmed"": false, ""spike_classification"": ""NORMAL"", ""module"": ""spike_classifier"", ""category"": ""context"", ""is_implemented"": true, ""error"": false}, ""heiken_ashi"": {""ha_direction"": ""BULLISH"", ""ha_strength"": ""STRONG"", ""ha_body_ratio"": 0.975, ""no_lower_shadow"": ""True"", ""no_upper_shadow"": ""True"", ""consistent"": true, ""trend_count"": 6, ""ha_open"": 46.43203, ""ha_close"": 46.669, ""ha_high"": 46.675, ""ha_low"": 46.43203, ""module"": ""heiken_ashi"", ""category"": ""context"", ""is_implemented"": true, ""error"": false}}"
